OBJECTID,Fire80_Raster,X,Y,asp2,twi,tmaxjuly_2,tmax,soilmois,slope,ndvi,lulc,lake,evt_aug,elevation,road,river,pcp
1505,1,-908701.3652,784485.3319,4,129,4,4,2,2,4,4,3,4,3,2,4,2
1506,1,-903801.3652,783385.3319,4,129,4,4,2,2,4,4,3,4,3,2,4,2
1507,1,-651401.3652,785385.3319,5,-6,4,4,2,2,3,4,3,4,3,2,2,2
1508,1,-639401.3652,786185.3319,5,-6,4,4,2,2,4,4,2,4,3,2,3,2
1509,1,-635701.3652,785485.3319,2,-6,4,4,2,3,4,4,2,4,3,2,3,2
1510,1,-644101.3652,784385.3319,4,143,4,4,2,3,3,4,2,4,3,2,1,2
1511,1,-639401.3652,781985.3319,4,-6,4,4,2,3,3,11,2,4,3,2,2,2
1512,1,-630101.3652,780285.3319,5,129,4,4,2,3,3,4,2,4,3,2,1,2
1513,1,-577201.3652,775785.3319,4,143,4,4,2,3,4,4,2,4,3,3,3,2
1514,1,-582901.3652,775585.3319,2,-219,4,4,2,4,4,5,2,4,3,3,3,2
1515,1,-572301.3652,771485.3319,3,129,4,4,2,2,4,4,2,4,3,3,3,2
1516,1,-492801.3652,780985.3319,5,143,4,3,3,3,4,4,3,4,3,3,3,2
1517,1,1187598.635,778485.3319,2,143,2,3,1,3,3,4,4,3,2,4,4,2
1518,1,1186298.635,776985.3319,4,129,2,3,1,2,3,4,4,3,2,4,4,2
1519,1,1188398.635,775485.3319,2,-6,2,3,1,3,3,4,4,3,2,4,4,2
1520,1,1189598.635,774385.3319,2,143,2,3,1,3,3,4,4,3,2,4,4,2
1521,1,1188298.635,774185.3319,2,-219,2,3,1,4,3,4,4,3,2,4,4,2
1522,1,1185898.635,774085.3319,3,-46,2,3,1,2,3,11,4,3,2,4,4,2
1523,1,1180398.635,773585.3319,2,-6,2,3,1,3,3,4,4,3,2,4,4,2
1524,1,1185198.635,772485.3319,2,143,2,3,1,3,3,4,4,3,2,4,4,2
1525,1,1181598.635,772285.3319,2,143,2,3,1,3,3,5,4,3,2,4,4,2
1526,1,1183498.635,772085.3319,2,-219,2,3,1,4,3,4,4,3,2,4,4,2
1527,1,1187398.635,771785.3319,4,143,2,3,1,3,3,6,4,3,2,4,4,2
1528,1,1189298.635,771585.3319,2,-46,2,3,1,3,3,4,4,3,2,4,4,2
1529,1,1195498.635,786185.3319,4,143,2,3,1,4,3,3,4,3,3,4,4,2
1530,1,1196798.635,785485.3319,4,-219,2,3,1,4,3,3,4,3,2,4,4,2
1531,1,1194598.635,785385.3319,4,-219,2,3,1,4,3,4,4,3,3,4,4,2
1532,1,1203198.635,784985.3319,4,-6,2,3,1,3,3,4,4,3,2,4,4,2
1533,1,1195298.635,783885.3319,2,143,2,3,1,4,3,4,4,3,2,4,4,2
1534,1,1205098.635,783585.3319,4,129,2,3,1,4,3,4,4,3,2,4,4,2
1535,1,1196498.635,783485.3319,3,129,2,3,1,2,3,4,4,3,3,4,4,2
1536,1,1198798.635,783385.3319,2,143,2,3,1,3,3,4,4,3,2,4,4,2
1537,1,1194398.635,782985.3319,5,-219,2,3,1,4,3,4,4,3,2,4,4,2
1538,1,1199298.635,781985.3319,4,143,2,3,1,4,3,4,4,3,2,4,4,2
1539,1,1200798.635,781985.3319,4,143,2,3,1,4,3,4,4,3,2,4,4,2
1540,1,1202398.635,781485.3319,4,143,2,3,1,4,3,4,4,3,2,4,4,2
1541,1,1194798.635,781285.3319,5,129,2,3,1,4,3,4,4,3,2,4,4,2
1542,1,1198498.635,780985.3319,3,143,2,3,1,4,3,4,4,3,2,4,4,2
1543,1,1200898.635,780585.3319,2,129,2,3,1,4,3,4,4,3,2,4,4,2
1544,1,1195898.635,780385.3319,4,129,2,3,1,2,3,4,4,3,2,4,4,2
1545,1,1202698.635,779685.3319,2,-219,2,3,1,5,3,4,4,3,2,4,4,2
1546,1,1204598.635,779585.3319,3,-6,2,3,1,3,3,4,4,3,2,4,4,2
1547,1,1193898.635,779385.3319,4,143,2,3,1,3,3,4,4,3,2,4,4,2
1548,1,1202298.635,778385.3319,4,-219,2,3,1,4,3,4,4,3,3,4,4,2
1549,1,1203698.635,777885.3319,4,-6,2,3,1,4,3,4,4,3,2,4,4,2
1550,1,1190098.635,777585.3319,2,-46,2,3,1,2,3,4,4,3,2,4,4,2
1551,1,1193298.635,777285.3319,4,129,2,3,1,2,3,4,4,3,2,4,4,2
1552,1,1191498.635,776685.3319,2,143,2,3,1,3,3,4,4,3,2,4,4,2
1553,1,1195298.635,776385.3319,5,129,2,3,1,2,3,4,4,3,2,4,4,2
1554,1,1202098.635,776185.3319,2,-219,2,3,1,4,3,4,4,3,2,4,4,2
1555,1,1204298.635,775885.3319,2,143,2,3,1,4,3,4,4,3,2,4,4,2
1556,1,1196898.635,775585.3319,2,-219,2,3,1,4,3,4,4,3,2,4,4,2
1557,1,1192998.635,775185.3319,2,143,2,3,1,3,3,4,4,3,2,4,4,2
1558,1,1194098.635,775085.3319,3,-6,2,3,1,3,3,4,4,3,2,4,4,2
1559,1,1191098.635,774485.3319,2,143,2,3,1,3,3,4,4,3,2,4,4,2
1560,1,1195998.635,773685.3319,5,143,2,3,1,4,3,8,4,3,3,4,4,2
1561,1,1192098.635,773285.3319,4,143,2,3,1,4,3,4,4,3,2,4,4,2
1562,1,1197198.635,772885.3319,4,143,2,3,1,4,3,4,4,3,3,4,4,2
1563,1,1202198.635,772685.3319,5,129,2,3,1,2,3,4,4,3,2,4,4,2
1564,1,1190598.635,772285.3319,4,129,2,3,1,3,3,11,4,3,2,4,4,2
1565,1,1193798.635,772085.3319,2,-6,2,3,1,4,3,11,4,3,2,4,4,2
1566,1,1214398.635,785585.3319,5,143,2,3,1,3,3,4,4,3,2,4,4,2
1567,1,1205598.635,784985.3319,4,129,2,3,1,2,3,4,4,3,3,4,4,2
1568,1,1205998.635,782185.3319,4,-219,2,3,1,4,3,4,4,3,2,4,4,2
1569,1,1214598.635,780485.3319,5,129,2,3,1,3,3,4,4,3,2,4,4,2
1570,1,1213798.635,777585.3319,4,-219,2,3,1,5,3,4,4,3,2,4,4,2
1571,1,1212598.635,776285.3319,4,129,2,3,1,2,3,4,4,3,2,4,4,2
1572,1,1212898.635,774485.3319,2,143,2,3,1,4,3,4,4,3,2,4,4,2
1573,1,1205898.635,771685.3319,4,-219,2,3,1,4,3,4,4,3,2,4,4,2
1574,1,1289398.635,786485.3319,4,143,2,3,1,3,3,4,4,3,3,4,4,2
1575,1,1290998.635,786485.3319,4,-6,2,3,1,4,3,4,4,3,3,4,4,2
1576,1,1288998.635,785185.3319,3,143,2,3,1,3,3,4,4,3,3,4,4,2
1577,1,1289698.635,784185.3319,4,129,2,3,1,3,3,4,4,3,3,4,4,2
1578,1,1290598.635,780885.3319,5,-6,2,3,1,3,3,4,4,3,3,4,4,2
1579,1,1289498.635,777685.3319,3,143,2,3,1,3,3,8,4,3,3,4,4,2
1580,1,1290798.635,776485.3319,4,129,2,3,1,4,3,6,4,3,3,4,4,2
1581,1,1289098.635,775785.3319,4,-219,2,3,1,4,3,4,4,3,3,4,4,2
1582,1,1288898.635,774585.3319,2,-219,2,3,1,4,3,8,4,3,3,4,4,2
1583,1,1290798.635,774185.3319,2,-219,2,3,1,4,3,4,4,3,3,4,4,2
1584,1,1289898.635,772285.3319,5,143,2,3,1,3,3,4,4,3,3,4,4,2
1585,1,1300098.635,786185.3319,4,129,2,3,1,2,2,4,4,3,3,4,4,2
1586,1,1299298.635,785985.3319,4,143,2,3,1,3,3,4,4,3,3,4,4,2
1587,1,1299498.635,784985.3319,2,129,2,3,1,2,3,4,4,3,3,4,4,2
1588,1,1299898.635,780285.3319,3,-6,2,3,1,3,3,4,4,3,3,4,4,3
1589,1,1298798.635,779885.3319,2,129,2,3,1,3,3,4,4,3,3,4,4,3
1590,1,1300398.635,778985.3319,3,143,2,3,1,3,3,4,4,3,3,4,4,3
1591,1,1299098.635,778185.3319,4,143,2,3,1,4,3,4,4,3,3,4,4,3
1592,1,1299698.635,776885.3319,2,143,2,3,1,3,3,11,4,3,3,4,4,2
1593,1,1298698.635,776185.3319,2,-6,2,3,1,3,3,4,4,3,3,4,4,2
1594,1,1298998.635,774985.3319,2,143,2,3,1,4,3,4,4,3,3,4,4,2
1595,1,1298498.635,773185.3319,4,129,2,3,1,4,3,4,4,3,3,4,4,3
1596,1,1300298.635,772185.3319,2,-219,2,3,1,4,3,4,4,3,3,4,4,3
1597,1,-912001.3652,801285.3319,5,-6,4,4,2,2,4,4,3,4,3,3,4,2
1598,1,-910701.3652,793985.3319,4,129,4,4,2,2,4,4,3,4,3,2,4,2
1599,1,-909301.3652,790985.3319,4,-6,4,4,2,2,5,4,3,4,3,2,4,2
1600,1,-898201.3652,790685.3319,4,-6,4,4,2,2,4,5,3,4,3,2,4,2
1601,1,-827701.3652,800385.3319,3,129,4,4,2,2,4,4,2,4,3,3,3,2
1602,1,-801901.3652,797485.3319,3,-6,4,4,2,2,4,4,2,4,3,3,3,2
1603,1,-644901.3652,793785.3319,5,-219,4,4,2,4,4,4,3,4,3,3,3,2
1604,1,-643001.3652,789685.3319,3,143,4,4,2,4,4,4,3,4,3,2,3,2
1605,1,-578801.3652,801085.3319,2,143,4,3,2,4,4,4,3,4,3,3,4,2
1606,1,-532501.3652,800485.3319,5,-219,4,3,3,4,4,4,2,4,3,3,4,2
1607,1,-528801.3652,797285.3319,2,143,4,3,3,3,4,4,2,4,3,3,4,2
1608,1,-526001.3652,800885.3319,2,129,4,3,3,3,4,4,2,4,3,3,4,2
1609,1,-502701.3652,800785.3319,3,-6,4,3,3,2,4,4,2,4,3,3,3,2
1610,1,1197398.635,790985.3319,4,129,2,3,1,2,3,4,4,3,3,4,4,2
1611,1,1204598.635,789685.3319,4,143,2,3,1,3,3,4,4,3,3,4,4,2
1612,1,1195798.635,788785.3319,2,143,2,3,1,3,3,4,4,3,3,4,4,2
1613,1,1197198.635,788685.3319,2,143,2,3,1,4,3,4,4,3,3,4,4,2
1614,1,1204798.635,788585.3319,4,-6,2,3,1,2,3,4,4,3,3,4,4,2
1615,1,1195398.635,787585.3319,4,143,2,3,1,3,3,4,4,3,3,4,4,2
1616,1,1196698.635,787085.3319,4,143,2,3,1,4,3,4,4,3,3,4,4,2
1617,1,1212598.635,791185.3319,5,143,2,3,1,3,3,4,4,3,3,4,4,2
1618,1,1213898.635,789585.3319,4,143,2,3,1,3,3,3,4,3,2,4,4,2
1619,1,1212598.635,788585.3319,2,129,2,3,1,3,3,4,4,3,2,4,4,2
1620,1,1206098.635,787085.3319,3,143,2,3,1,3,3,4,4,3,3,4,4,2
1621,1,1289898.635,801585.3319,5,-46,2,3,1,2,3,6,4,3,3,4,4,2
1622,1,1290998.635,801485.3319,5,-46,2,3,1,3,3,8,4,3,3,4,4,2
1623,1,1289098.635,800585.3319,2,143,2,3,1,3,3,6,4,3,3,4,4,2
1624,1,1290498.635,799785.3319,5,143,2,3,1,3,3,4,4,3,3,4,4,2
1625,1,1290898.635,798785.3319,4,143,2,3,1,4,3,4,4,3,3,4,4,2
1626,1,1289598.635,798385.3319,4,143,2,3,1,4,2,8,4,3,3,4,4,2
1627,1,1290198.635,797585.3319,4,-6,2,3,1,4,3,4,4,3,3,4,4,2
1628,1,1289498.635,795585.3319,2,143,2,3,1,3,2,4,4,3,3,4,4,2
1629,1,1290698.635,794685.3319,2,-6,2,3,1,3,2,4,4,3,3,4,4,2
1630,1,1288898.635,794285.3319,2,-219,2,3,1,4,2,8,4,3,3,4,4,2
1631,1,1290298.635,793485.3319,2,143,2,3,1,3,2,6,4,3,3,4,4,2
1632,1,1288498.635,792185.3319,4,-6,2,3,1,2,2,4,4,3,3,4,4,2
1633,1,1289898.635,789685.3319,3,143,2,3,1,3,3,4,4,3,3,4,4,2
1634,1,1289198.635,788385.3319,2,129,2,3,1,3,3,4,4,3,3,4,4,2
1635,1,1290098.635,787285.3319,3,143,2,3,1,3,3,4,4,3,3,4,4,2
1636,1,1300398.635,801285.3319,3,129,2,3,1,2,3,4,4,3,3,4,4,2
1637,1,1299998.635,800285.3319,4,-46,2,3,1,2,3,4,4,3,3,4,4,2
1638,1,1298598.635,799585.3319,4,129,2,3,1,3,3,4,4,3,3,4,4,2
1639,1,1299198.635,799085.3319,5,-46,2,3,1,2,3,4,4,3,3,4,4,2
1640,1,1298698.635,797985.3319,5,-6,2,3,1,3,3,4,4,3,3,4,4,2
1641,1,1299298.635,796285.3319,5,143,2,3,1,3,3,4,4,3,3,4,4,2
1642,1,1352798.635,800585.3319,5,-219,2,3,1,4,3,4,4,2,3,4,4,2
1643,1,1352898.635,799685.3319,5,143,2,3,1,4,3,4,4,2,3,4,4,2
1644,1,1421198.635,801285.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1645,1,1431198.635,801085.3319,2,129,2,3,1,4,3,4,4,2,3,4,5,3
1646,1,1428898.635,800885.3319,5,143,2,3,1,3,3,8,4,2,3,4,5,3
1647,1,1432698.635,800685.3319,2,143,2,3,1,4,3,4,4,2,3,4,5,3
1648,1,1421698.635,798785.3319,5,-219,2,3,1,4,3,4,4,2,3,4,5,3
1649,1,1432098.635,798785.3319,5,143,2,3,1,3,3,4,4,2,3,4,5,3
1650,1,1430298.635,798585.3319,4,-219,2,3,1,4,2,4,4,2,3,4,5,3
1651,1,1425198.635,798485.3319,3,129,2,3,1,3,3,4,4,2,3,4,5,3
1652,1,1431098.635,798385.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,3
1653,1,1428698.635,798085.3319,5,-219,2,3,1,4,3,8,4,2,3,4,5,3
1654,1,1431098.635,797885.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,3
1655,1,1421698.635,797785.3319,5,-219,2,3,1,4,3,4,4,2,3,4,5,3
1656,1,1432398.635,797685.3319,5,-219,2,3,1,4,2,8,4,2,3,4,5,3
1657,1,1428098.635,797385.3319,5,143,2,3,1,4,2,6,4,2,3,4,5,3
1658,1,1428698.635,797285.3319,4,-219,2,3,1,4,2,8,4,2,3,4,5,3
1659,1,1421598.635,797085.3319,4,-219,2,3,1,4,3,4,4,2,3,4,5,3
1660,1,1430998.635,797085.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,3
1661,1,1420898.635,796985.3319,5,-219,2,3,1,4,3,4,4,2,3,4,5,3
1662,1,1428098.635,796585.3319,5,143,2,3,1,3,2,3,4,2,3,4,5,3
1663,1,1429698.635,796285.3319,5,129,2,3,1,4,2,4,4,2,3,4,5,3
1664,1,1421198.635,796085.3319,4,-219,2,3,1,4,3,4,4,2,3,4,5,3
1665,1,1428698.635,796085.3319,5,-46,2,3,1,3,2,11,4,2,3,4,5,3
1666,1,1420998.635,794785.3319,2,143,2,3,1,3,3,6,4,2,3,4,5,3
1667,1,1425098.635,794385.3319,5,-46,2,3,1,3,2,4,4,2,3,4,5,3
1668,1,1420898.635,794085.3319,2,143,2,3,1,3,3,6,4,2,3,4,5,3
1669,1,1422198.635,793685.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,3
1670,1,1425098.635,793585.3319,2,143,2,3,1,3,2,6,4,2,3,4,5,3
1671,1,1421298.635,793185.3319,4,143,2,3,1,4,3,4,4,2,3,4,5,3
1672,1,1422298.635,792785.3319,4,-46,2,3,1,3,3,6,4,2,3,4,5,3
1673,1,1421298.635,792285.3319,4,-46,2,3,1,3,3,4,4,2,3,4,5,3
1674,1,1424898.635,792085.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,3
1675,1,1420198.635,789885.3319,5,-6,2,3,1,2,3,6,4,2,3,3,5,3
1676,1,1421098.635,789885.3319,2,-46,2,3,1,2,3,4,4,2,3,3,5,3
1677,1,1422098.635,789385.3319,5,143,2,3,1,4,3,8,4,2,3,3,5,3
1678,1,1435998.635,801485.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,3
1679,1,1437798.635,801485.3319,5,143,2,3,1,3,3,5,4,2,3,4,5,3
1680,1,1435098.635,801185.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,3
1681,1,1434098.635,800985.3319,2,143,2,3,1,4,3,4,4,2,3,4,5,3
1682,1,1436398.635,800885.3319,3,-6,2,3,1,3,2,4,4,2,3,4,5,3
1683,1,1436998.635,800885.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,3
1684,1,1437998.635,800785.3319,5,143,2,3,1,3,2,4,4,2,3,4,5,3
1685,1,1436098.635,798785.3319,3,-6,2,3,1,3,2,4,4,2,3,4,5,3
1686,1,1436798.635,798785.3319,3,-46,2,3,1,2,2,5,4,2,3,4,5,3
1687,1,1433298.635,798285.3319,5,143,2,3,1,3,3,4,4,2,3,4,5,3
1688,1,1435098.635,798285.3319,3,143,2,3,1,4,2,4,4,2,3,4,5,3
1689,1,1435798.635,798085.3319,3,-6,2,3,1,3,2,4,4,2,3,4,5,3
1690,1,1433998.635,797685.3319,4,143,2,3,1,3,3,8,4,2,3,4,5,3
1691,1,1493898.635,795285.3319,5,129,2,3,1,2,3,4,4,2,3,4,5,3
1692,1,1495498.635,797385.3319,5,129,2,3,1,3,3,4,4,2,3,4,5,3
1693,1,1495498.635,796985.3319,5,129,2,3,1,3,3,4,4,2,3,4,5,3
1694,1,1496298.635,796985.3319,4,143,2,3,1,3,3,4,4,2,3,4,5,3
1695,1,1494898.635,796485.3319,5,129,2,3,1,3,3,4,4,2,3,4,5,3
1696,1,1495798.635,796285.3319,4,143,2,3,1,3,3,4,4,2,3,4,5,3
1697,1,1495398.635,795985.3319,5,143,2,3,1,2,3,4,4,2,3,4,5,3
1698,1,1494798.635,795685.3319,5,129,2,3,1,2,3,4,4,2,3,4,5,3
1699,1,1495898.635,795585.3319,4,129,2,3,1,3,3,4,4,2,3,4,5,3
1700,1,1495398.635,795185.3319,4,129,2,3,1,3,3,4,4,2,3,4,5,3
1701,1,-909401.3652,808885.3319,5,129,3,4,3,2,5,4,3,4,3,3,4,2
1702,1,-913001.3652,807385.3319,4,-6,3,4,3,2,4,4,3,4,3,3,4,2
1703,1,-895301.3652,816085.3319,4,-46,4,4,3,2,5,4,3,4,3,3,4,2
1704,1,-893901.3652,810285.3319,2,143,4,4,3,3,5,4,3,4,3,3,4,2
1705,1,-898401.3652,808185.3319,5,-46,4,4,3,2,4,4,3,4,3,3,4,2
1706,1,-905401.3652,804985.3319,3,-219,4,4,2,4,5,4,3,4,3,3,4,2
1707,1,-836101.3652,812685.3319,5,129,4,4,2,3,4,11,1,4,3,3,1,2
1708,1,-839401.3652,806585.3319,5,-46,4,4,2,2,4,4,1,4,3,3,1,2
1709,1,-836701.3652,804185.3319,5,129,4,4,2,2,4,4,1,4,3,3,2,2
1710,1,-831601.3652,802885.3319,5,-6,4,4,2,2,4,6,1,4,3,3,3,2
1711,1,-829701.3652,813485.3319,4,129,4,4,2,2,4,4,1,4,3,3,2,2
1712,1,-801801.3652,815985.3319,3,-6,4,4,2,2,4,4,2,4,3,3,2,2
1713,1,-803901.3652,805185.3319,3,129,4,4,2,3,4,4,2,4,3,3,2,2
1714,1,-807701.3652,802085.3319,5,-6,4,4,2,2,4,4,2,4,3,3,3,2
1715,1,-802901.3652,802085.3319,3,-46,4,4,2,2,4,4,2,4,3,3,3,2
1716,1,-797901.3652,813485.3319,5,-46,4,4,2,2,4,4,2,4,3,3,2,2
1717,1,-794801.3652,813085.3319,5,-46,4,4,2,2,4,4,2,4,3,3,3,2
1718,1,-798601.3652,803885.3319,5,129,4,4,2,3,4,4,2,4,3,3,1,2
1719,1,-721201.3652,815685.3319,5,143,4,4,2,3,4,4,3,4,3,3,2,2
1720,1,-718501.3652,815085.3319,4,-6,4,4,2,3,4,4,3,4,3,3,1,2
1721,1,-640701.3652,812685.3319,4,129,4,4,2,4,4,4,3,4,3,3,3,2
1722,1,-635801.3652,806085.3319,5,143,4,4,2,3,4,4,3,4,3,3,3,2
1723,1,-630901.3652,813685.3319,4,143,4,4,2,4,3,4,3,4,3,3,4,2
1724,1,-633901.3652,810985.3319,3,-6,4,4,2,3,3,4,3,4,3,3,3,2
1725,1,-630401.3652,810985.3319,3,129,4,4,2,2,3,4,3,4,3,3,3,2
1726,1,-630001.3652,806285.3319,5,129,4,4,2,2,3,11,3,4,3,3,3,2
1727,1,-579701.3652,809785.3319,3,143,4,3,2,3,4,4,3,4,3,3,4,2
1728,1,-586001.3652,808485.3319,4,143,4,3,2,3,4,4,3,4,3,3,4,2
1729,1,-579001.3652,805385.3319,2,129,4,3,2,3,4,4,3,4,3,3,4,2
1730,1,-584001.3652,801985.3319,2,-46,4,3,2,2,4,4,3,4,3,3,3,2
1731,1,-573101.3652,804585.3319,5,129,4,3,2,3,4,4,3,4,3,3,4,2
1732,1,-529801.3652,805685.3319,2,129,4,3,3,2,4,11,2,4,3,3,4,2
1733,1,-522301.3652,814985.3319,3,143,4,3,3,3,4,4,2,3,3,3,3,2
1734,1,-523101.3652,810485.3319,4,143,4,3,3,3,4,4,2,3,3,3,3,2
1735,1,-524701.3652,804985.3319,5,143,4,3,3,3,4,5,2,4,3,3,4,2
1736,1,-433901.3652,816885.3319,5,129,4,3,2,2,4,4,2,3,3,3,4,2
1737,1,-411701.3652,814985.3319,3,143,4,3,2,3,4,5,3,3,3,3,4,2
1738,1,-395801.3652,813685.3319,3,-46,4,3,2,2,3,11,3,3,3,3,4,2
1739,1,-397601.3652,812185.3319,3,-6,4,3,2,3,3,11,3,3,3,3,4,2
1740,1,-403101.3652,811185.3319,4,143,4,3,2,3,4,4,3,3,3,3,4,2
1741,1,1289998.635,803885.3319,4,143,2,3,1,4,3,4,4,3,3,4,4,2
1742,1,1289798.635,802785.3319,5,129,2,3,1,2,3,4,4,3,3,4,4,2
1743,1,1299498.635,812485.3319,2,-46,2,3,1,2,3,4,4,3,3,4,4,2
1744,1,1298698.635,804285.3319,4,-219,2,3,1,4,3,4,4,3,3,4,4,2
1745,1,1299898.635,804185.3319,2,143,2,3,1,3,3,4,4,3,3,4,4,2
1746,1,1300598.635,802885.3319,2,143,2,3,1,3,3,4,4,3,3,4,4,2
1747,1,1352798.635,816085.3319,3,-6,2,3,1,2,3,4,4,2,3,4,4,2
1748,1,1352498.635,801785.3319,2,-6,2,3,1,4,3,4,4,2,3,4,4,2
1749,1,1359498.635,816885.3319,3,-46,2,3,1,2,3,4,4,2,3,4,4,2
1750,1,1361198.635,816685.3319,2,-6,2,3,1,2,3,4,4,2,3,4,4,2
1751,1,1367298.635,816485.3319,3,143,2,3,1,3,3,4,4,2,3,4,4,2
1752,1,1368898.635,812585.3319,3,143,2,3,1,3,3,4,4,2,3,4,4,2
1753,1,1367498.635,811485.3319,4,143,2,3,1,4,3,4,4,2,3,4,4,2
1754,1,1432698.635,816285.3319,4,-219,2,3,1,4,3,4,4,2,3,4,5,2
1755,1,1428298.635,804885.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,3
1756,1,1432598.635,804885.3319,5,-46,2,3,1,2,2,11,4,2,3,4,5,3
1757,1,1431598.635,804785.3319,3,-46,2,3,1,2,2,4,4,2,3,4,5,3
1758,1,1429598.635,804485.3319,2,-6,2,3,1,2,2,4,4,2,3,4,5,3
1759,1,1430698.635,804485.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,3
1760,1,1431998.635,803885.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,3
1761,1,1428398.635,803685.3319,3,-6,2,3,1,2,2,4,4,2,3,4,5,3
1762,1,1428998.635,803585.3319,2,143,2,3,1,3,2,8,4,2,3,4,5,3
1763,1,1430398.635,803585.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,3
1764,1,1424798.635,803285.3319,4,129,2,3,1,3,3,4,4,2,3,4,5,3
1765,1,1431398.635,803285.3319,3,-46,2,3,1,2,3,4,4,2,3,4,5,3
1766,1,1428798.635,802785.3319,5,143,2,3,1,3,3,4,4,2,3,4,5,3
1767,1,1422298.635,802685.3319,3,129,2,3,1,2,3,4,4,2,3,4,5,3
1768,1,1425098.635,802185.3319,4,-6,2,3,1,3,3,4,4,2,3,4,5,3
1769,1,1422098.635,802085.3319,3,129,2,3,1,2,3,4,4,2,3,4,5,3
1770,1,1429698.635,802085.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,3
1771,1,1432198.635,802085.3319,5,143,2,3,1,3,3,6,4,2,3,4,5,3
1772,1,1428898.635,801785.3319,5,143,2,3,1,3,3,4,4,2,3,4,5,3
1773,1,1436898.635,816785.3319,2,-219,2,3,1,4,3,4,4,2,3,4,5,2
1774,1,1433998.635,816685.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,2
1775,1,1446698.635,816685.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,2
1776,1,1445498.635,816385.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,2
1777,1,1446398.635,813285.3319,2,129,2,3,1,2,2,4,4,2,3,4,5,2
1778,1,1443098.635,812985.3319,4,-46,2,3,1,2,2,4,4,2,3,4,5,2
1779,1,1444998.635,812785.3319,2,-6,2,3,1,2,2,11,4,2,3,4,5,3
1780,1,1445898.635,812685.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,2
1781,1,1435598.635,812585.3319,3,129,2,3,1,2,3,4,4,2,3,4,5,2
1782,1,1436598.635,812585.3319,4,-6,2,3,1,3,2,4,4,2,3,4,5,2
1783,1,1443798.635,812585.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,3
1784,1,1435098.635,812085.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,2
1785,1,1437398.635,811885.3319,4,-46,2,3,1,2,2,4,4,2,3,4,5,2
1786,1,1436298.635,811085.3319,3,-6,2,3,1,3,3,4,4,2,3,4,5,2
1787,1,1438498.635,804485.3319,5,129,2,3,1,3,3,4,4,2,3,4,5,3
1788,1,1434598.635,804085.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1789,1,1433498.635,803985.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1790,1,1446298.635,803985.3319,3,-46,2,3,1,3,3,4,4,2,3,4,5,3
1791,1,1437298.635,803685.3319,5,143,2,3,1,4,3,4,4,2,3,4,5,3
1792,1,1445598.635,803485.3319,3,-46,2,3,1,2,3,4,4,2,3,4,5,3
1793,1,1438598.635,803385.3319,5,129,2,3,1,3,3,6,4,2,3,4,5,3
1794,1,1434598.635,803185.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1795,1,1437498.635,803185.3319,5,143,2,3,1,3,3,6,4,2,3,4,5,3
1796,1,1433698.635,803085.3319,2,129,2,3,1,2,3,4,4,2,3,4,5,3
1797,1,1443198.635,802885.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,3
1798,1,1435798.635,802485.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1799,1,1436498.635,802485.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1800,1,1434998.635,802385.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1801,1,1434298.635,802185.3319,5,129,2,3,1,2,3,4,4,2,3,4,5,3
1802,1,1437698.635,802185.3319,5,-6,2,3,1,3,3,6,4,2,3,4,5,3
1803,1,1461598.635,816885.3319,2,-6,2,3,1,2,2,4,4,2,3,4,5,3
1804,1,1460798.635,816185.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,3
1805,1,1450998.635,816085.3319,5,-46,2,3,1,2,2,11,4,2,3,4,5,2
1806,1,1451798.635,816085.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,2
1807,1,1463298.635,816085.3319,2,129,2,3,1,3,2,4,4,2,3,4,5,2
1808,1,1460798.635,813385.3319,2,-46,2,3,1,2,2,11,4,2,3,4,5,2
1809,1,1450298.635,812885.3319,2,129,2,3,1,3,3,4,4,2,3,4,5,2
