OBJECTID,Fire80_Raster,X,Y,asp2,twi,tmaxjuly_2,tmax,soilmois,slope,ndvi,lulc,lake,evt_aug,elevation,road,river,pcp
1810,1,1462298.635,812785.3319,5,129,2,3,1,2,3,6,4,2,3,4,5,3
1811,1,1463398.635,812785.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,3
1812,1,1460298.635,812685.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
1813,1,1449098.635,812485.3319,2,143,2,3,1,3,2,4,4,2,3,4,5,2
1814,1,1450298.635,812085.3319,2,129,2,3,1,2,3,6,4,2,3,4,5,2
1815,1,1461698.635,812085.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,2
1816,1,1463598.635,811885.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1817,1,1461398.635,811485.3319,4,-46,2,3,1,2,2,4,4,2,3,4,5,2
1818,1,1460798.635,811085.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
1819,1,1469298.635,816785.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,2
1820,1,1468398.635,816585.3319,3,-6,2,3,1,2,2,11,4,2,3,4,5,2
1821,1,1467298.635,816485.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
1822,1,1472298.635,816185.3319,4,129,2,3,1,2,2,4,4,2,3,4,5,2
1823,1,1470298.635,816085.3319,5,143,2,3,1,3,2,4,4,2,3,4,5,2
1824,1,1465498.635,812985.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,2
1825,1,1467398.635,812785.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1826,1,1466298.635,812585.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,2
1827,1,1468698.635,812585.3319,2,-46,2,3,1,2,3,4,4,2,3,4,5,3
1828,1,1465198.635,812385.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
1829,1,1463998.635,812285.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,3
1830,1,1468298.635,811885.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,3
1831,1,1466298.635,811485.3319,2,-46,2,3,1,2,3,4,4,2,3,4,5,3
1832,1,1467198.635,811285.3319,5,129,2,3,1,3,3,4,4,2,3,4,5,3
1833,1,1464098.635,811185.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,3
1834,1,1678698.635,814485.3319,2,-219,2,3,1,4,2,4,3,2,3,3,4,3
1835,1,1884298.635,814685.3319,2,-6,2,3,1,2,3,4,2,2,3,3,4,3
1836,1,1884598.635,812385.3319,5,129,2,3,1,2,3,4,3,2,3,3,4,3
1837,1,-1799101.365,825385.3319,2,129,4,5,3,3,4,4,3,5,4,2,4,2
1838,1,-1796001.365,822785.3319,5,-46,4,5,3,2,5,5,4,5,4,1,3,2
1839,1,-1804001.365,822285.3319,2,-219,4,5,3,4,4,5,3,5,4,2,4,2
1840,1,-1796901.365,818785.3319,5,143,4,5,3,5,4,4,4,5,4,1,3,2
1841,1,-1457601.365,827185.3319,2,129,3,5,2,4,5,4,4,4,4,2,4,2
1842,1,-1456101.365,819085.3319,3,143,3,5,2,3,5,4,4,4,4,2,4,2
1843,1,-1454301.365,822185.3319,4,-6,3,5,2,3,5,4,4,4,4,2,4,2
1844,1,-909901.3652,824185.3319,2,-46,4,4,3,3,5,4,3,4,3,3,4,2
1845,1,-911901.3652,818885.3319,3,129,4,4,3,2,5,4,3,4,3,3,4,2
1846,1,-900401.3652,828485.3319,2,-6,4,4,3,2,4,4,3,4,3,3,4,2
1847,1,-905601.3652,825885.3319,4,-6,4,4,3,2,5,4,3,4,3,3,4,2
1848,1,-893401.3652,825085.3319,2,129,4,4,3,2,4,4,3,4,3,3,4,2
1849,1,-903601.3652,818985.3319,4,129,4,4,3,2,5,4,3,4,3,3,4,2
1850,1,-898801.3652,818485.3319,5,-46,4,4,3,2,5,11,3,4,3,3,4,2
1851,1,-886901.3652,828985.3319,2,143,4,4,3,3,4,4,2,4,3,3,4,2
1852,1,-878701.3652,828485.3319,2,143,4,4,3,3,4,6,2,4,3,3,4,2
1853,1,-817401.3652,828085.3319,5,129,4,4,2,2,4,4,1,4,3,3,2,2
1854,1,-821401.3652,818085.3319,2,-46,4,4,2,2,4,4,1,4,3,3,3,2
1855,1,-825101.3652,817185.3319,3,129,4,4,2,3,4,4,1,4,3,3,3,2
1856,1,-801901.3652,828685.3319,3,-46,4,4,2,2,4,11,2,4,3,3,3,2
1857,1,-807801.3652,828385.3319,3,143,4,4,2,4,5,4,1,4,3,3,2,2
1858,1,-814801.3652,822085.3319,5,129,4,4,2,2,4,4,2,4,3,3,2,2
1859,1,-807201.3652,821685.3319,5,-46,4,4,2,3,4,11,2,4,3,3,1,2
1860,1,-812201.3652,819185.3319,2,-6,4,4,2,2,4,4,2,4,3,3,2,2
1861,1,-797201.3652,828085.3319,4,-6,4,4,2,2,4,3,2,4,3,3,3,2
1862,1,-795901.3652,821085.3319,3,-6,4,4,2,2,4,6,2,4,3,3,3,2
1863,1,-726001.3652,825685.3319,5,129,4,4,2,2,3,4,3,4,3,3,3,2
1864,1,-726501.3652,820985.3319,4,143,4,4,2,3,4,4,3,4,3,3,1,2
1865,1,-724401.3652,829385.3319,5,-46,4,4,2,3,3,11,3,4,3,3,3,2
1866,1,-716501.3652,828485.3319,4,129,4,4,2,2,4,6,3,4,3,3,3,2
1867,1,-721801.3652,826085.3319,5,143,4,4,2,3,4,6,3,4,3,3,3,2
1868,1,-719701.3652,822885.3319,5,-6,4,4,2,3,3,11,3,4,3,3,2,2
1869,1,-721701.3652,820585.3319,2,-6,4,4,2,2,4,11,3,4,3,3,1,2
1870,1,-652201.3652,825185.3319,3,-219,4,4,2,4,4,5,3,4,3,3,3,2
1871,1,-648801.3652,828785.3319,3,-6,4,4,2,3,4,4,3,4,3,3,4,2
1872,1,-638601.3652,827785.3319,3,-46,4,4,2,3,4,4,3,4,3,3,4,2
1873,1,-634901.3652,826585.3319,4,129,4,4,2,3,5,4,3,4,3,3,4,2
1874,1,-645101.3652,825785.3319,5,143,4,4,2,4,4,5,3,4,3,3,4,2
1875,1,-640101.3652,825285.3319,3,143,4,4,2,4,4,4,3,4,3,3,4,2
1876,1,-633601.3652,817185.3319,2,-6,4,4,2,3,3,4,3,4,3,3,4,2
1877,1,-525401.3652,817585.3319,4,-46,4,3,3,3,4,4,2,3,3,3,3,2
1878,1,-431001.3652,821385.3319,4,129,4,3,2,2,3,4,2,3,3,3,4,2
1879,1,-409101.3652,821785.3319,3,-6,4,3,2,3,4,4,3,3,3,3,4,2
1880,1,-410601.3652,817485.3319,2,-6,4,3,2,2,3,5,3,3,3,3,4,2
1881,1,-399201.3652,826385.3319,5,143,4,3,2,3,4,4,3,3,3,3,4,2
1882,1,-395901.3652,823785.3319,3,-6,4,3,2,3,3,11,3,3,3,3,4,2
1883,1,-400201.3652,819885.3319,3,129,4,3,2,2,4,5,3,3,3,3,4,2
1884,1,-395701.3652,819385.3319,3,-6,4,3,2,3,3,11,3,3,3,3,4,2
1885,1,-405701.3652,817685.3319,5,143,4,3,2,3,4,4,3,3,3,3,4,2
1886,1,1353298.635,817085.3319,2,-6,2,3,1,2,3,4,4,2,3,4,4,2
1887,1,1354198.635,817085.3319,2,-46,2,3,1,2,3,11,4,2,3,4,4,2
1888,1,1355598.635,816985.3319,5,-6,2,3,1,3,3,11,4,2,3,4,4,2
1889,1,1356998.635,816985.3319,5,-6,2,3,1,2,3,4,4,2,3,4,4,2
1890,1,1367698.635,817485.3319,4,143,2,3,1,3,3,4,4,2,3,4,4,2
1891,1,1358198.635,817285.3319,4,129,2,3,1,2,3,4,4,2,3,4,4,2
1892,1,1433198.635,831785.3319,2,129,2,3,1,2,3,4,4,2,3,4,4,2
1893,1,1432998.635,831185.3319,4,-6,2,3,1,2,3,4,4,2,3,4,4,2
1894,1,1431898.635,830485.3319,3,143,2,3,1,3,3,4,4,2,3,4,4,2
1895,1,1430698.635,829985.3319,5,143,2,3,1,3,3,4,4,2,3,4,4,2
1896,1,1431698.635,829085.3319,4,129,2,3,1,3,3,4,4,2,3,4,4,2
1897,1,1430398.635,828985.3319,5,143,2,3,1,3,3,8,4,2,3,4,4,2
1898,1,1432898.635,828185.3319,5,129,2,3,1,2,3,4,4,2,3,4,4,2
1899,1,1429598.635,820685.3319,3,-46,2,3,1,2,3,4,4,2,3,4,5,2
1900,1,1430598.635,820385.3319,5,143,2,3,1,3,3,8,4,2,3,4,5,2
1901,1,1431298.635,819785.3319,5,143,2,3,1,3,3,6,4,2,3,4,5,2
1902,1,1432598.635,817285.3319,2,129,2,3,1,4,3,4,4,2,3,4,5,2
1903,1,1434098.635,831585.3319,3,129,2,3,1,2,3,4,4,2,3,4,4,2
1904,1,1435098.635,831385.3319,2,143,2,3,1,3,2,4,4,2,3,4,4,2
1905,1,1437498.635,830685.3319,2,129,2,3,1,2,2,4,4,2,3,4,5,2
1906,1,1436398.635,830485.3319,2,143,2,3,1,3,2,4,4,2,3,4,4,2
1907,1,1435098.635,830385.3319,2,129,2,3,1,3,2,4,4,2,3,4,4,2
1908,1,1433998.635,829585.3319,5,129,2,3,1,3,3,4,4,2,3,4,4,2
1909,1,1436098.635,829485.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
1910,1,1437398.635,829285.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
1911,1,1437098.635,827785.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
1912,1,1436098.635,821185.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,2
1913,1,1444898.635,821085.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,2
1914,1,1436698.635,820885.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,2
1915,1,1443298.635,820885.3319,2,-6,2,3,1,2,2,4,4,2,3,4,5,2
1916,1,1434598.635,820485.3319,4,129,2,3,1,2,3,4,4,2,3,4,5,2
1917,1,1438698.635,820485.3319,5,-46,2,3,1,2,3,4,4,2,3,4,5,2
1918,1,1436898.635,820385.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,2
1919,1,1446598.635,820385.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,2
1920,1,1444998.635,820285.3319,2,129,2,3,1,2,2,4,4,2,3,4,5,2
1921,1,1433698.635,819785.3319,2,-6,2,3,1,2,3,4,4,2,3,4,5,2
1922,1,1435198.635,819785.3319,3,-46,2,3,1,2,3,4,4,2,3,4,5,2
1923,1,1438398.635,819585.3319,5,143,2,3,1,3,3,4,4,2,3,4,5,2
1924,1,1444398.635,819485.3319,1,-46,2,3,1,2,2,4,4,2,3,4,5,2
1925,1,1436798.635,819285.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,2
1926,1,1433998.635,818985.3319,2,129,2,3,1,3,3,4,4,2,3,4,5,2
1927,1,1445298.635,818985.3319,2,-6,2,3,1,2,2,4,4,2,3,4,5,2
1928,1,1435898.635,818885.3319,2,129,2,3,1,2,3,4,4,2,3,4,5,2
1929,1,1438798.635,818785.3319,5,129,2,3,1,2,3,4,4,2,3,4,5,2
1930,1,1446298.635,818785.3319,2,129,2,3,1,2,2,4,4,2,3,4,5,2
1931,1,1436898.635,818585.3319,3,-46,2,3,1,2,3,4,4,2,3,4,5,2
1932,1,1443698.635,818585.3319,3,-6,2,3,1,2,2,4,4,2,3,4,5,2
1933,1,1433598.635,817785.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,2
1934,1,1443298.635,817685.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
1935,1,1445598.635,817685.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1936,1,1434698.635,817285.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,2
1937,1,1463298.635,831885.3319,5,143,2,3,1,3,2,4,4,2,3,4,5,2
1938,1,1454998.635,831785.3319,5,143,2,3,1,4,3,4,4,2,3,4,5,2
1939,1,1453898.635,831685.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,2
1940,1,1449998.635,831585.3319,2,143,2,3,1,3,2,4,4,2,3,4,5,2
1941,1,1451098.635,831585.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,2
1942,1,1453198.635,831585.3319,4,-6,2,3,1,3,3,4,4,2,3,4,5,2
1943,1,1452098.635,831385.3319,4,143,2,3,1,3,3,4,4,2,3,4,5,2
1944,1,1451198.635,830885.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,2
1945,1,1449798.635,830785.3319,4,129,2,3,1,2,2,4,4,2,3,4,5,2
1946,1,1452298.635,830785.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,2
1947,1,1450298.635,830085.3319,4,129,2,3,1,2,2,4,4,2,3,4,5,2
1948,1,1451098.635,830085.3319,4,129,2,3,1,2,2,4,4,2,3,4,5,2
1949,1,1451698.635,829985.3319,5,-46,2,3,1,2,2,4,4,2,3,4,5,2
1950,1,1462198.635,829785.3319,3,-6,2,3,1,4,2,4,4,2,3,4,5,2
1951,1,1461598.635,829685.3319,3,143,2,3,1,4,2,4,4,2,3,4,5,2
1952,1,1461198.635,829585.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1953,1,1461998.635,829485.3319,3,143,2,3,1,4,2,4,4,2,3,4,5,2
1954,1,1461098.635,829285.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1955,1,1463398.635,829285.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1956,1,1460298.635,829185.3319,5,129,2,3,1,2,3,4,4,2,3,4,5,2
1957,1,1459798.635,828985.3319,5,129,2,3,1,2,3,4,4,2,3,4,5,2
1958,1,1460798.635,828885.3319,4,143,2,3,1,4,2,4,4,2,3,4,5,2
1959,1,1460098.635,828485.3319,5,129,2,3,1,2,3,4,4,2,3,4,5,2
1960,1,1460098.635,827885.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,2
1961,1,1461798.635,827685.3319,2,-6,2,3,1,2,2,4,4,2,3,4,5,2
1962,1,1452598.635,820885.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
1963,1,1462998.635,820885.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1964,1,1454198.635,820785.3319,2,-6,2,3,1,2,2,4,4,2,3,4,5,2
1965,1,1461198.635,820585.3319,2,129,2,3,1,2,2,4,4,2,3,4,5,2
1966,1,1462398.635,820585.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1967,1,1453398.635,820485.3319,3,-6,2,3,1,2,2,4,4,2,3,4,5,2
1968,1,1451098.635,820185.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1969,1,1450198.635,820085.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,2
1970,1,1461098.635,819985.3319,3,-46,2,3,1,2,2,4,4,2,3,4,5,2
1971,1,1453098.635,819885.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
1972,1,1463598.635,819885.3319,4,129,2,3,1,2,2,4,4,2,3,4,5,2
1973,1,1448798.635,819785.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1974,1,1452098.635,819785.3319,4,129,2,3,1,2,2,4,4,2,3,4,5,2
1975,1,1453698.635,819785.3319,3,-6,2,3,1,2,2,4,4,2,3,4,5,2
1976,1,1459998.635,819685.3319,2,-6,2,3,1,2,2,4,4,2,3,4,5,2
1977,1,1462598.635,819585.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1978,1,1461898.635,819385.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,2
1979,1,1451298.635,819285.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,2
1980,1,1460998.635,819285.3319,4,-46,2,3,1,2,2,4,4,2,3,4,5,2
1981,1,1452698.635,819185.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,2
1982,1,1453598.635,819185.3319,2,129,2,3,1,2,2,4,4,2,3,4,5,2
1983,1,1454598.635,819185.3319,2,129,2,3,1,3,3,4,4,2,3,4,5,2
1984,1,1448998.635,819085.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,2
1985,1,1449898.635,818585.3319,4,-46,2,3,1,2,2,4,4,2,3,4,5,2
1986,1,1461698.635,818585.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,3
1987,1,1460698.635,818485.3319,5,-46,2,3,1,2,2,4,4,2,3,4,5,3
1988,1,1453398.635,818285.3319,5,143,2,3,1,3,2,4,4,2,3,4,5,2
1989,1,1454998.635,818285.3319,5,143,2,3,1,4,3,4,4,2,3,4,5,2
1990,1,1449398.635,817885.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,2
1991,1,1462598.635,817885.3319,3,-6,2,3,1,2,2,4,4,2,3,4,5,2
1992,1,1461698.635,817785.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,3
1993,1,1448898.635,817285.3319,4,-6,2,3,1,2,2,4,4,2,3,4,5,2
1994,1,1450298.635,817285.3319,3,-46,2,3,1,2,2,4,4,2,3,4,5,2
1995,1,1464398.635,832085.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,2
1996,1,1468798.635,832085.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1997,1,1469098.635,832085.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
1998,1,1463898.635,831985.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,2
1999,1,1467498.635,831785.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,2
2000,1,1464098.635,831685.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,2
2001,1,1464998.635,831685.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2002,1,1466498.635,831685.3319,3,-46,2,3,1,2,2,4,4,2,3,4,5,2
2003,1,1465798.635,831485.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2004,1,1466698.635,831385.3319,3,-46,2,3,1,2,2,11,4,2,3,4,5,2
2005,1,1464598.635,831285.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2006,1,1464798.635,830685.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
2007,1,1464798.635,830085.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
2008,1,1464598.635,828585.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2009,1,1463798.635,827685.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2010,1,1464098.635,827685.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2011,1,1464698.635,821285.3319,3,-46,2,3,1,2,2,4,4,2,3,4,5,2
2012,1,1469198.635,821185.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,2
2013,1,1469898.635,820785.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,2
2014,1,1463898.635,820685.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
2015,1,1464898.635,820685.3319,3,-46,2,3,1,2,2,4,4,2,3,4,5,2
2016,1,1471598.635,820585.3319,5,143,2,3,1,3,2,4,4,2,3,4,5,2
2017,1,1473198.635,820385.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
2018,1,1464698.635,820185.3319,3,-6,2,3,1,2,2,4,4,2,3,4,5,2
2019,1,1465698.635,820185.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,2
2020,1,1467998.635,820185.3319,3,-46,2,3,1,2,2,11,4,2,3,4,5,2
2021,1,1469298.635,819985.3319,2,129,2,3,1,2,2,4,4,2,3,4,5,2
2022,1,1471198.635,819685.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
2023,1,1472798.635,819485.3319,4,129,2,3,1,2,2,4,4,2,3,4,5,2
2024,1,1469898.635,819285.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
2025,1,1463798.635,819085.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
2026,1,1464798.635,819085.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,2
2027,1,1468998.635,818885.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
2028,1,1467498.635,818785.3319,3,129,2,3,1,2,2,11,4,2,3,4,5,2
2029,1,1472498.635,818285.3319,2,129,2,3,1,3,2,4,4,2,3,4,5,2
2030,1,1466698.635,818185.3319,3,129,2,3,1,2,2,4,4,2,3,4,5,2
2031,1,1465098.635,817885.3319,2,-6,2,3,1,2,2,4,4,2,3,4,5,2
2032,1,1468398.635,817885.3319,5,-46,2,3,1,2,2,11,4,2,3,4,5,2
2033,1,1470498.635,817785.3319,5,-46,2,3,1,2,2,4,4,2,3,4,5,2
2034,1,1469798.635,817685.3319,4,-46,2,3,1,2,2,4,4,2,3,4,5,2
2035,1,1464098.635,817285.3319,2,-46,2,3,1,2,2,4,4,2,3,4,5,2
2036,1,1677898.635,817385.3319,5,-6,2,3,1,3,2,11,3,2,3,3,4,3
2037,1,-2002301.365,832685.3319,2,-6,3,5,2,4,3,4,3,3,3,3,5,2
2038,1,-1920101.365,846585.3319,4,143,3,5,2,4,4,4,3,4,4,3,5,2
2039,1,-1914701.365,843385.3319,3,-46,3,5,2,4,5,4,3,4,4,3,5,2
2040,1,-1923301.365,842885.3319,2,-219,3,4,3,5,4,4,3,4,5,3,5,2
2041,1,-1918301.365,842885.3319,3,-219,3,4,3,4,4,4,3,4,4,3,5,2
2042,1,-1384901.365,842685.3319,3,-6,4,5,2,2,5,6,4,4,4,1,4,2
2043,1,-1364901.365,843485.3319,5,-46,4,5,2,2,4,11,4,5,3,1,4,2
2044,1,-1371501.365,840785.3319,5,-6,4,5,2,3,5,4,4,5,3,0,4,2
2045,1,-1365501.365,839485.3319,3,129,4,5,2,3,4,4,4,5,3,1,4,2
2046,1,-1369301.365,838385.3319,3,143,4,5,2,3,4,4,4,5,4,0,4,2
2047,1,-1358601.365,837685.3319,3,129,4,5,2,2,5,4,4,5,3,1,4,2
2048,1,-1360901.365,832285.3319,2,143,4,5,2,4,5,4,4,5,4,0,3,2
2049,1,1401198.635,847185.3319,3,143,2,3,1,3,3,4,4,2,3,4,4,2
2050,1,1396998.635,846585.3319,5,129,2,3,1,2,3,4,4,2,3,4,4,2
2051,1,1396998.635,845385.3319,3,-6,2,3,1,2,3,4,4,2,3,4,4,2
2052,1,1396898.635,844285.3319,4,129,2,3,1,3,3,4,4,2,3,4,4,2
2053,1,1396498.635,842885.3319,4,143,2,3,1,3,3,4,4,2,3,4,4,2
2054,1,1396898.635,842085.3319,4,143,2,3,1,3,3,8,4,2,3,4,4,2
2055,1,1446798.635,835185.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,2
2056,1,1437598.635,832385.3319,5,-46,2,3,1,2,2,4,4,2,3,4,4,2
2057,1,1449298.635,834185.3319,3,-6,2,3,1,2,3,4,4,2,3,4,5,2
2058,1,1452698.635,833785.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,2
2059,1,1450198.635,833685.3319,2,129,2,3,1,2,3,4,4,2,3,4,5,2
2060,1,1452098.635,833585.3319,5,143,2,3,1,4,3,4,4,2,3,4,5,2
2061,1,1451198.635,833385.3319,2,-6,2,3,1,3,3,11,4,2,3,4,5,2
2062,1,1454498.635,832885.3319,5,143,2,3,1,3,3,4,4,2,3,4,5,2
2063,1,1449698.635,832585.3319,5,-6,2,3,1,2,3,4,4,2,3,4,5,2
2064,1,1453298.635,832485.3319,3,143,2,3,1,3,3,4,4,2,3,4,5,2
2065,1,1451098.635,832385.3319,5,143,2,3,1,3,3,4,4,2,3,4,5,2
2066,1,1452198.635,832185.3319,4,143,2,3,1,3,3,3,4,2,3,4,5,2
2067,1,1472798.635,840285.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2068,1,1472598.635,839685.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2069,1,1472598.635,839085.3319,3,143,2,3,1,4,2,4,4,2,3,4,5,2
2070,1,1472598.635,838485.3319,4,129,2,3,1,4,2,4,4,2,3,4,5,2
2071,1,1472798.635,837985.3319,3,-6,2,3,1,2,2,4,4,2,3,4,5,2
2072,1,1472798.635,837485.3319,3,-6,2,3,1,2,2,4,4,2,3,4,5,2
2073,1,1469498.635,835085.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,2
2074,1,1469298.635,834885.3319,2,143,2,3,1,3,3,4,4,2,3,4,5,2
2075,1,1469198.635,834785.3319,2,143,2,3,1,3,2,6,4,2,3,4,5,2
2076,1,1468998.635,834585.3319,2,143,2,3,1,3,2,6,4,2,3,4,5,2
2077,1,1468798.635,834185.3319,2,143,2,3,1,3,2,6,4,2,3,4,5,2
2078,1,1468698.635,833985.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,2
2079,1,1466298.635,833385.3319,3,-46,2,3,1,2,3,4,4,2,3,4,5,2
2080,1,1468698.635,833385.3319,4,143,2,3,1,3,2,4,4,2,3,4,5,2
2081,1,1467698.635,833285.3319,5,143,2,3,1,3,2,4,4,2,3,4,5,2
2082,1,1466598.635,833185.3319,3,-46,2,3,1,2,2,11,4,2,3,4,5,2
2083,1,1466898.635,833185.3319,5,-6,2,3,1,2,2,11,4,2,3,4,5,2
2084,1,1468098.635,833085.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
2085,1,1468198.635,832885.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
2086,1,1468898.635,832685.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
2087,1,1465598.635,832485.3319,3,143,2,3,1,3,2,4,4,2,3,4,5,2
2088,1,1466098.635,832485.3319,3,-46,2,3,1,2,2,11,4,2,3,4,5,2
2089,1,1467498.635,832385.3319,5,-6,2,3,1,2,2,4,4,2,3,4,5,2
2090,1,1468498.635,832385.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
2091,1,1466098.635,832185.3319,3,-46,2,3,1,2,2,4,4,2,3,4,5,2
2092,1,1466498.635,832185.3319,3,-46,2,3,1,2,2,4,4,2,3,4,5,2
2093,1,1469198.635,832185.3319,5,129,2,3,1,2,2,4,4,2,3,4,5,2
2094,1,1936398.635,840185.3319,5,143,2,3,1,3,3,4,2,2,3,3,3,3
2095,1,-1989301.365,858685.3319,5,-219,3,5,3,4,4,4,3,3,4,3,5,2
2096,1,-1987101.365,853485.3319,2,143,2,4,3,4,4,4,3,3,4,3,5,2
2097,1,-1991801.365,849985.3319,5,-219,3,5,3,5,3,8,3,3,5,3,5,2
2098,1,-1984301.365,854785.3319,2,129,2,4,3,4,4,4,3,3,4,3,5,2
2099,1,-1926501.365,850385.3319,5,-219,3,4,2,4,4,4,3,4,5,3,5,2
2100,1,-1819601.365,857485.3319,4,-219,4,5,2,5,4,4,3,5,4,2,4,2
2101,1,-1817301.365,861285.3319,3,-219,4,5,3,5,4,3,3,5,4,2,4,2
2102,1,-1815501.365,859285.3319,4,-6,4,5,3,4,4,4,3,5,4,2,4,2
2103,1,-1409301.365,861585.3319,3,143,4,5,3,3,5,4,4,4,4,2,4,2
2104,1,-1411801.365,855085.3319,3,129,4,5,3,2,5,4,4,4,4,2,4,2
2105,1,-1410701.365,851885.3319,4,143,4,5,2,3,5,4,4,4,4,2,4,2
2106,1,-1396201.365,856385.3319,3,-219,4,5,2,4,5,4,4,5,4,1,4,2
2107,1,-1405401.365,855385.3319,3,-6,4,5,2,3,5,4,4,4,4,2,4,2
2108,1,-1367601.365,861185.3319,3,-219,4,5,2,4,5,4,4,5,3,0,4,2
2109,1,-1366601.365,853285.3319,2,-46,4,5,2,3,5,4,4,5,3,1,4,2
2110,1,-1371101.365,852885.3319,5,-6,4,5,2,2,5,4,4,5,4,0,4,2
2111,1,-1362201.365,856885.3319,4,-6,4,5,2,2,5,4,4,5,3,1,4,2
2112,1,-1286101.365,860885.3319,2,-219,3,4,3,4,5,4,4,4,4,2,4,2
2113,1,-1175401.365,855285.3319,3,143,4,4,2,3,4,4,4,4,3,0,1,2
